Communication_link,Power_save_mechanism,Generated_traffic,Transport_protocol,Packets_per_second,Sta_count,Uplink_delay,Downlink_delay,Uplink_pcktloss,Downlink_pcktloss,Uplink_thrpt,Downlink_thrpt,sta_nrg,ap_nrg,sta_overhead,ap_overhead
Up Link,PSM,Poisson,UDP,20.0,4,0.24775,0.0,,0.0,4.31437,0.0,82.0055,422.975,6.72886,41.6129
Duplex,PSM,Periodic,UDP,10.0,2,4446.4,4419.94,67.0004,38.2441,6.23449,2.18939,95.3082,422.496,11.5898,28.9017
Down Link,Active,Poisson,UDP,20.0,1,0.0,0.142,0.0,,0.0,11.4715,89.3621,428.909,13.2493,27.2379
Duplex,Active,Poisson,TCP,40.0,5,1.5742,1.8122,0.0467599,0.0634253,3.32724,2.23186,109.326,441.579,26.0395,75.7893
Down Link,TWT,Periodic,TCP,30.0,4,0.0,6.94,0.0,,0.0,2.79365,77.121,426.462,6.91598,31.1491
Down Link,Active,Poisson,TCP,20.0,1,0.0,0.293,0.0,,0.0,11.6852,103.219,433.223,19.2734,47.0343
Duplex,Active,Poisson,TCP,20.0,5,1.4654,2.2478,0.0671234,0.0512143,3.51984,2.28813,109.905,441.838,25.7734,75.6975
Up Link,PSM,Periodic,TCP,40.0,1,0.396,0.0,,0.0,2.47476,0.0,57.5412,415.582,4.12284,12.0793
Up Link,PSM,Poisson,TCP,40.0,3,154.32,0.0,,0.0,1.29615,0.0,77.1182,417.998,7.03308,24.1097
Duplex,PSM,Poisson,UDP,20.0,5,3371.74,5334.77,37.1305,74.6867,2.06487,1.4601,91.014,425.803,16.5171,43.8007
Up Link,PSM,Full Buffer,TCP,40.0,4,33.257,0.0,,0.0,2.72156,0.0,66.3712,416.555,3.55651,11.8293
Up Link,Active,Periodic,UDP,50.0,1,0.228,0.0,,0.0,16.059,0.0,112.043,422.323,11.9859,38.8859
Down Link,Active,Full Buffer,TCP,30.0,4,0.0,43.3933,0.0,,0.0,22.5066,137.856,483.557,11.359,32.5082
Duplex,TWT,Poisson,UDP,30.0,1,16.866,205.334,2.70922,0.0,15.856,11.0269,90.3315,425.879,6.59019,17.436
Up Link,Active,Poisson,UDP,30.0,5,0.2214,0.0,,0.0,3.28417,0.0,92.7604,422.648,12.5179,40.4136
Duplex,PSM,Full Buffer,UDP,40.0,3,1308.5,1561.34,101.827,98.2713,32.7712,6.11447,82.1643,417.613,3.05227,12.9089
Down Link,TWT,Full Buffer,UDP,10.0,4,0.0,576.658,0.0,,0.0,25.8763,98.5317,490.269,6.28571,28.9046
Up Link,Active,Full Buffer,TCP,50.0,4,14.5523,0.0,,0.0,22.1024,0.0,156.914,433.434,7.95753,23.8137
Down Link,Active,Poisson,UDP,40.0,3,0.0,0.179667,0.0,,0.0,3.45417,84.2986,427.538,10.0059,25.595
Up Link,Active,Poisson,UDP,30.0,5,0.2232,0.0,,0.0,3.36317,0.0,93.1879,422.843,12.7348,41.153
Down Link,TWT,Poisson,TCP,10.0,1,0.0,8.064,0.0,,0.0,12.999,75.1484,426.488,9.02456,21.8799
Duplex,PSM,Periodic,TCP,30.0,4,190.378,81.5798,0.0619323,0.374389,0.476351,0.353367,65.8598,417.829,5.53955,18.1951
Duplex,TWT,Full Buffer,TCP,40.0,2,13.1415,35.838,0.492081,0.0053414,5.80526,16.6237,71.9453,421.179,3.46809,10.8753
Down Link,TWT,Full Buffer,TCP,30.0,2,0.0,11.7035,0.0,,0.0,24.6309,93.3824,453.132,7.42027,26.4869
Down Link,TWT,Periodic,UDP,30.0,5,0.0,6.998,0.0,,0.0,2.19429,82.3818,424.928,5.72457,22.8493
Duplex,PSM,Poisson,TCP,50.0,4,213.344,85.682,0.0583034,0.269281,0.530019,0.37594,66.7863,418.113,5.89467,19.4823
Down Link,PSM,Poisson,TCP,30.0,2,0.0,37.7665,0.0,,0.0,0.540897,57.101,416.248,4.12717,12.4389
Down Link,TWT,Periodic,TCP,30.0,3,0.0,7.007,0.0,,0.0,3.72674,75.0728,425.998,7.21731,29.2116
Up Link,Active,Periodic,TCP,30.0,1,0.396,0.0,,0.0,16.7279,0.0,115.065,425.791,16.7993,43.7338
Duplex,PSM,Poisson,UDP,10.0,2,4610.22,4175.9,66.8982,30.3701,6.88058,2.24383,95.3977,422.608,11.6786,29.1931
Down Link,PSM,Poisson,TCP,50.0,5,0.0,61.8802,0.0,,0.0,0.294476,59.724,416.876,4.51241,14.3155
Up Link,Active,Poisson,UDP,20.0,1,0.227,0.0,,0.0,17.1918,0.0,114.611,422.848,12.6181,40.9414
Up Link,Active,Periodic,UDP,20.0,1,0.227,0.0,,0.0,17.0269,0.0,114.45,422.813,12.5918,40.8009
Down Link,PSM,Poisson,UDP,30.0,1,0.0,4361.99,0.0,,0.0,2.59816,79.2667,417.882,7.76913,17.5763
Up Link,PSM,Periodic,TCP,30.0,2,106.562,0.0,,0.0,1.55906,0.0,74.2781,416.926,6.07612,19.3706
Down Link,Active,Periodic,UDP,10.0,1,0.0,0.142,0.0,,0.0,12.6127,91.0263,430.452,14.3887,29.2495
Duplex,TWT,Periodic,TCP,10.0,1,8.212,8.366,1.20923,0.0,6.32745,10.166,73.2504,419.667,6.94486,18.0032
Down Link,PSM,Full Buffer,UDP,50.0,5,0.0,651.247,0.0,,0.0,3.40983,88.8225,430.081,15.3685,39.9695
Duplex,Active,Periodic,UDP,40.0,3,0.262333,0.338,0.00131615,0.000877516,5.39722,3.60316,106.962,436.051,19.7894,57.007
Up Link,Active,Periodic,TCP,20.0,3,1.096,0.0,,0.0,5.69087,0.0,100.517,426.798,16.9173,49.192
Duplex,TWT,Full Buffer,UDP,40.0,3,5447.21,729.139,96.7201,66.4181,24.221,4.0155,115.483,439.709,4.72079,23.7043
Duplex,PSM,Full Buffer,UDP,10.0,2,1250.46,2407.36,101.97,98.0872,50.7137,8.33653,83.3844,417.42,3.01654,12.8179
Down Link,TWT,Poisson,TCP,10.0,2,0.0,7.3605,0.0,,0.0,6.4841,76.3051,427.431,8.72926,29.4853
Down Link,TWT,Poisson,TCP,10.0,5,0.0,7.0652,0.0,,0.0,2.61042,77.8301,428.796,5.86218,34.7685
Up Link,Active,Full Buffer,UDP,10.0,4,4938.13,0.0,,0.0,26.7689,0.0,159.219,430.01,4.88077,15.4077
Up Link,TWT,Full Buffer,TCP,10.0,1,5.258,0.0,,0.0,16.6733,0.0,73.9779,416.614,3.2259,9.82578
Down Link,TWT,Full Buffer,TCP,20.0,3,0.0,12.9393,0.0,,0.0,23.3618,95.23,469.401,7.60226,34.7038
Down Link,Active,Full Buffer,TCP,50.0,1,0.0,9.63,0.0,,0.0,92.2135,146.99,484.285,11.7196,28.5637
Down Link,TWT,Poisson,UDP,50.0,4,0.0,7.0525,0.0,,0.0,2.71377,79.0718,424.572,5.68933,22.4846
Up Link,TWT,Full Buffer,TCP,20.0,5,28.1512,0.0,,0.0,3.69102,0.0,69.4682,417.263,2.44503,10.9668
Duplex,PSM,Poisson,UDP,50.0,3,4685.18,5579.23,52.8483,58.5182,2.43028,1.72153,92.2457,423.331,13.1121,33.7939
Up Link,TWT,Periodic,UDP,20.0,3,6.95833,0.0,,0.0,5.6642,0.0,79.6108,418.722,4.52287,19.9376
Duplex,PSM,Periodic,TCP,30.0,2,171.208,42.1,0.0233291,0.0799825,1.03272,0.627706,65.4233,417.34,5.5339,16.4748
Up Link,Active,Poisson,TCP,10.0,2,0.529,0.0,,0.0,9.78217,0.0,111.37,431.049,22.0165,60.853
Up Link,PSM,Poisson,UDP,50.0,4,0.221,0.0,,0.0,3.97896,0.0,80.7117,422.388,6.26656,39.3189
Up Link,TWT,Full Buffer,TCP,30.0,4,24.0437,0.0,,0.0,4.11901,0.0,68.4179,416.854,3.2448,10.3611
Down Link,PSM,Periodic,UDP,30.0,3,0.0,5443.01,0.0,,0.0,1.70875,81.2786,421.187,11.8909,29.9798
Down Link,Active,Periodic,UDP,10.0,2,0.0,0.179,0.0,,0.0,6.30156,87.6365,430.336,12.256,29.1866
Up Link,PSM,Poisson,TCP,10.0,5,169.801,0.0,,0.0,0.771653,0.0,73.1611,418.078,6.64126,23.8593
Up Link,TWT,Full Buffer,UDP,50.0,4,4351.51,0.0,,0.0,30.5852,0.0,117.244,429.847,1.93533,14.456
Up Link,PSM,Periodic,TCP,50.0,3,205.101,0.0,,0.0,0.870836,0.0,66.9827,417.173,6.04409,18.9592
Down Link,Active,Poisson,TCP,10.0,5,0.0,0.4576,0.0,,0.0,2.66617,93.0615,436.492,19.1823,55.3841
Duplex,Active,Full Buffer,UDP,30.0,5,6085.44,3877.5,102.113,56.2453,18.6175,1.384,152.846,431.348,5.17187,16.0759
Duplex,Active,Periodic,UDP,50.0,3,0.535667,0.985333,0.0239244,0.00177032,5.34642,3.56165,105.513,434.529,17.966,52.3046
Up Link,Active,Periodic,UDP,30.0,2,0.1425,0.0,,0.0,8.23548,0.0,100.521,422.644,12.4417,40.2743
Up Link,Active,Full Buffer,TCP,50.0,4,17.0038,0.0,,0.0,21.8036,0.0,154.415,432.603,7.9061,23.4673
Duplex,Active,Periodic,TCP,20.0,4,1.20225,1.54375,0.0464865,0.0409135,4.33272,2.88702,113.15,442.514,27.4423,79.1669
Up Link,TWT,Periodic,TCP,20.0,3,7.23133,0.0,,0.0,5.77054,0.0,84.0683,422.771,8.05819,35.1741
Up Link,TWT,Full Buffer,TCP,40.0,2,10.7835,0.0,,0.0,8.36542,0.0,70.7376,416.692,3.17105,9.85935
Up Link,Active,Full Buffer,TCP,20.0,5,15.0924,0.0,,0.0,17.5248,0.0,151.216,433.092,8.12812,24.3542
Down Link,PSM,Full Buffer,UDP,50.0,4,0.0,671.114,0.0,,0.0,4.00992,87.8926,428.743,13.6475,35.0362
Duplex,TWT,Poisson,UDP,20.0,5,15.6438,9.4368,0.731636,0.0407864,3.42473,2.22275,86.8469,430.579,5.8586,34.2449
Down Link,Active,Poisson,UDP,30.0,1,0.0,0.142,0.0,,0.0,10.9741,88.7246,428.319,12.8125,26.4666
Duplex,TWT,Periodic,TCP,10.0,3,7.60133,8.26733,0.213516,0.0309145,6.42322,4.25706,92.3477,434.209,9.80336,43.4572
Up Link,PSM,Poisson,TCP,30.0,3,133.063,0.0,,0.0,0.798195,0.0,66.2457,416.813,5.48501,17.4974
Up Link,Active,Full Buffer,TCP,50.0,2,8.549,0.0,,0.0,47.652,0.0,179.907,433.582,7.15416,20.6913
Down Link,PSM,Periodic,TCP,50.0,2,0.0,34.6665,0.0,,0.0,0.574743,57.083,416.383,4.24818,12.6888
Down Link,TWT,Full Buffer,TCP,10.0,2,0.0,11.579,0.0,,0.0,24.9236,93.6862,453.291,7.36867,26.3898
Duplex,Active,Poisson,UDP,10.0,2,0.594,0.711,0.0138351,0.00602709,9.42161,6.09937,115.062,437.129,20.2595,56.5877
Up Link,TWT,Full Buffer,UDP,20.0,2,3788.04,0.0,,0.0,36.7447,0.0,118.182,423.66,3.35058,11.7223
Duplex,TWT,Full Buffer,TCP,20.0,5,57.8564,78.543,1.40367,0.00356882,2.24524,6.29853,69.8312,421.703,3.39265,11.4841
Duplex,TWT,Periodic,TCP,10.0,2,8.2395,8.4285,0.907405,0.00473763,8.17372,5.86383,87.4676,428.813,9.41902,31.958
Up Link,TWT,Full Buffer,UDP,40.0,4,4358.67,0.0,,0.0,30.6263,0.0,117.457,429.888,1.91742,14.3098
Up Link,PSM,Full Buffer,TCP,50.0,3,44.778,0.0,,0.0,3.39257,0.0,73.5741,417.24,4.2973,14.3838
Duplex,TWT,Periodic,TCP,30.0,5,9.2652,7.9818,0.696689,0.0268915,3.33168,2.11776,88.7694,434.144,7.29367,46.9293
Down Link,TWT,Periodic,UDP,30.0,2,0.0,7.2325,0.0,,0.0,5.48386,74.7743,424.145,6.82189,20.8418
Duplex,Active,Full Buffer,UDP,30.0,5,6421.82,5360.07,101.989,56.4358,18.5839,0.331202,150.859,432.051,5.4293,16.681
Down Link,TWT,Periodic,UDP,40.0,4,0.0,7.05725,0.0,,0.0,2.70235,77.5492,424.555,5.50473,21.9688
Up Link,Active,Full Buffer,UDP,20.0,5,5681.77,0.0,,0.0,21.1208,0.0,153.688,428.6,5.00574,15.6312
Up Link,PSM,Poisson,TCP,10.0,5,149.329,0.0,,0.0,0.639223,0.0,69.4058,417.432,6.00657,20.522
Up Link,PSM,Poisson,TCP,10.0,4,111.778,0.0,,0.0,0.706239,0.0,67.6948,416.988,5.4144,18.4878
Down Link,PSM,Periodic,TCP,40.0,4,0.0,56.3023,0.0,,0.0,0.35784,57.7155,416.569,4.38051,13.4342
Down Link,Active,Periodic,UDP,40.0,2,0.0,0.142,0.0,,0.0,5.39531,85.702,428.118,10.9105,26.2947
Down Link,TWT,Full Buffer,UDP,50.0,3,0.0,507.011,0.0,,0.0,30.1108,95.7526,477.662,6.39483,25.2325
Down Link,Active,Full Buffer,UDP,30.0,4,0.0,1121.28,0.0,,0.0,28.6207,143.409,492.051,7.62207,20.5415
Down Link,PSM,Full Buffer,TCP,50.0,5,0.0,60.8204,0.0,,0.0,1.78802,64.8604,421.542,3.9109,12.5243
Down Link,PSM,Full Buffer,TCP,40.0,5,0.0,64.6246,0.0,,0.0,1.83493,63.3909,421.741,4.08828,12.8664
Duplex,Active,Periodic,TCP,40.0,4,1.15075,1.695,0.0760137,0.028082,4.12381,2.75153,110.36,441.146,25.6362,74.3579
Up Link,Active,Poisson,TCP,20.0,5,0.727,0.0,,0.0,3.56806,0.0,100.623,432.153,22.1968,64.7401
Down Link,TWT,Full Buffer,UDP,50.0,2,0.0,619.924,0.0,,0.0,32.0507,94.6307,459.369,6.3752,20.2035
Up Link,Active,Periodic,TCP,50.0,5,0.5414,0.0,,0.0,3.26511,0.0,98.2669,431.023,20.8999,60.9577
Up Link,PSM,Full Buffer,UDP,20.0,1,1238.15,0.0,,0.0,51.1604,0.0,74.9134,416.661,2.83628,9.142
Down Link,PSM,Periodic,TCP,50.0,4,0.0,61.0595,0.0,,0.0,0.324,58.4941,416.592,4.35953,13.5582
Up Link,Active,Poisson,UDP,10.0,1,0.227,0.0,,0.0,19.2828,0.0,120.209,423.982,14.0313,45.3659
Duplex,PSM,Poisson,UDP,10.0,5,3545.79,4879.14,41.8387,73.174,2.10495,1.49533,92.7969,426.326,16.6939,44.2594
Down Link,TWT,Periodic,TCP,20.0,5,0.0,6.947,0.0,,0.0,2.30949,76.4137,427.139,5.4516,32.2118
Duplex,TWT,Periodic,TCP,30.0,5,8.6814,7.9818,0.613985,0.0620102,3.35213,2.19935,89.3801,434.507,7.65201,49.202
Duplex,TWT,Periodic,UDP,40.0,1,16.919,130.917,1.86974,0.0,16.2073,10.5922,90.5298,425.627,6.3037,16.9475
Duplex,PSM,Poisson,TCP,40.0,2,207.226,68.743,0.0112196,0.26424,0.750999,0.65895,63.9941,417.384,5.45278,16.3141
Down Link,Active,Full Buffer,TCP,40.0,5,0.0,55.8206,0.0,,0.0,17.8036,136.719,483.195,11.4451,33.17
Up Link,PSM,Poisson,TCP,40.0,2,121.888,0.0,,0.0,1.03292,0.0,64.0937,416.444,5.37366,15.9126
Down Link,Active,Periodic,UDP,50.0,4,0.0,0.279,0.0,,0.0,2.67354,84.2536,428.068,10.0328,26.3509
Down Link,TWT,Periodic,UDP,20.0,5,0.0,7.17,0.0,,0.0,2.26505,83.6511,425.539,5.86363,23.5259
Up Link,PSM,Periodic,UDP,20.0,1,0.158,0.0,,0.0,17.0269,0.0,101.142,422.868,12.6968,41.0708
Duplex,Active,Poisson,TCP,40.0,4,1.41725,1.53625,0.0682954,0.0427791,4.31573,2.80971,111.249,441.509,25.8022,74.5142
Down Link,PSM,Periodic,TCP,50.0,2,0.0,34.959,0.0,,0.0,0.53639,57.0983,416.23,4.15434,12.4543
Up Link,Active,Periodic,UDP,40.0,3,0.222667,0.0,,0.0,5.39572,0.0,95.8095,422.483,12.2342,39.5986
Down Link,Active,Periodic,UDP,40.0,1,0.0,0.142,0.0,,0.0,10.7669,88.4685,428.081,12.6384,26.1593
Down Link,PSM,Periodic,UDP,20.0,5,0.0,5266.42,0.0,,0.0,1.46604,83.2923,424.08,15.5416,40.4622
Duplex,PSM,Full Buffer,UDP,30.0,4,1290.03,2345.66,102.209,98.0806,24.9028,2.63794,81.5419,417.181,3.06254,12.921
Down Link,PSM,Periodic,UDP,10.0,2,0.0,4472.86,0.0,,0.0,2.0195,80.364,419.737,9.99366,24.3309
Up Link,TWT,Full Buffer,TCP,10.0,1,5.109,0.0,,0.0,17.2807,0.0,74.2969,416.671,3.23696,9.83084
Up Link,TWT,Full Buffer,UDP,50.0,5,3316.37,0.0,,0.0,23.4127,0.0,112.683,428.191,2.44116,15.4065
Down Link,PSM,Periodic,UDP,20.0,3,0.0,5210.59,0.0,,0.0,1.74011,81.4026,421.344,11.983,30.2078
Up Link,TWT,Poisson,UDP,50.0,5,7.0632,0.0,,0.0,3.13684,0.0,79.0043,418.699,2.94557,20.9567
Up Link,Active,Periodic,UDP,50.0,5,0.4134,0.0,,0.0,3.21053,0.0,92.6523,422.588,12.2302,39.5257
Duplex,PSM,Full Buffer,UDP,10.0,4,1290.19,1119.9,102.093,98.181,25.0504,3.26014,81.3939,417.425,3.08238,13.0178
Duplex,PSM,Poisson,TCP,20.0,2,72.1355,48.2785,0.0112841,0.10728,0.942611,0.649023,63.5091,417.49,5.50928,16.3563
Up Link,TWT,Periodic,TCP,10.0,2,7.3695,0.0,,0.0,9.62958,0.0,88.1908,422.609,9.52215,32.5862
Duplex,Active,Poisson,UDP,20.0,3,0.614667,0.691667,0.0103022,0.00843505,5.57668,3.69085,107.256,435.64,19.1625,55.2886
Duplex,PSM,Full Buffer,UDP,30.0,5,1311.35,2507.48,102.341,74.2114,15.3343,1.65096,102.748,430.02,6.70085,57.7528
Up Link,TWT,Poisson,UDP,50.0,3,7.01267,0.0,,0.0,5.22196,0.0,78.5584,418.395,4.38175,19.0535
Down Link,TWT,Periodic,UDP,40.0,2,0.0,7.285,0.0,,0.0,5.38755,73.0142,423.987,6.75588,20.6097
Duplex,PSM,Periodic,UDP,50.0,2,4367.25,5313.53,62.4822,45.228,4.7445,2.09209,92.2333,421.858,11.4035,28.4225
Duplex,TWT,Full Buffer,UDP,50.0,2,4960.42,1206.91,97.884,75.6907,27.0669,4.85405,116.056,432.966,4.69388,18.6671
Duplex,PSM,Periodic,UDP,40.0,4,4508.33,5485.63,43.4077,65.1098,1.48287,1.55851,93.0487,424.861,14.8038,38.7703
Duplex,PSM,Full Buffer,UDP,10.0,4,1328.74,2606.38,102.203,98.2338,24.3603,2.85204,81.3371,417.177,3.11868,13.1476
Down Link,TWT,Poisson,UDP,40.0,4,0.0,6.95,0.0,,0.0,2.72639,79.2359,424.713,5.83529,22.822
Down Link,PSM,Full Buffer,TCP,20.0,3,0.0,37.7773,0.0,,0.0,3.04782,63.8045,421.701,3.84268,11.9578
Up Link,Active,Periodic,UDP,50.0,3,0.252333,0.0,,0.0,5.33682,0.0,95.5708,422.381,12.1694,39.2602
Duplex,TWT,Poisson,TCP,10.0,5,10.4356,8.7408,0.596006,0.0296524,3.80082,2.37217,90.4574,436.384,7.65584,50.5766
Down Link,Active,Periodic,TCP,30.0,5,0.0,0.354,0.0,,0.0,2.23783,90.0244,432.873,16.6091,48.128
Duplex,PSM,Poisson,TCP,40.0,1,73.564,76.993,0.0,0.0775905,2.06204,0.945892,64.3091,417.146,5.8408,15.6353
Duplex,TWT,Poisson,UDP,50.0,4,7.20425,7.701,0.0925338,0.00176691,4.05057,2.57564,85.9261,428.017,6.10852,31.8426
Duplex,Active,Periodic,TCP,30.0,3,0.824,1.22867,0.0246344,0.0137747,5.59069,3.71219,115.181,442.269,27.1062,76.8965
Duplex,Active,Full Buffer,UDP,10.0,4,5117.13,5016.68,102.177,50.9605,25.8915,1.59354,158.949,430.936,5.00719,15.6323
Duplex,PSM,Periodic,TCP,30.0,4,269.129,70.3125,0.0497364,0.246187,0.606322,0.365703,68.6702,418.436,6.56641,21.1561
Duplex,PSM,Poisson,TCP,50.0,3,319.133,79.174,0.0700701,0.145187,0.570056,0.483513,66.836,417.872,5.84863,18.3977
Down Link,PSM,Periodic,UDP,10.0,4,0.0,4880.28,0.0,,0.0,1.60479,82.465,422.865,13.9157,35.7394
Duplex,PSM,Poisson,TCP,40.0,1,0.541,0.436,1.59401,0.0,2.22416,11.4422,59.1652,416.776,4.90673,13.8033
Down Link,Active,Poisson,TCP,40.0,3,0.0,0.343,0.0,,0.0,3.686,91.9766,432.659,16.785,47.1924
Duplex,TWT,Periodic,TCP,20.0,3,7.275,8.33767,0.114368,0.0200627,5.77262,3.85713,90.1669,432.169,9.45534,40.6003
Duplex,Active,Periodic,TCP,40.0,4,0.86475,1.67425,0.0696992,0.021022,4.12739,2.74979,111.336,442.237,26.5944,76.9124
Down Link,PSM,Poisson,TCP,10.0,1,0.0,18.123,0.0,,0.0,1.13499,56.9574,416.329,4.33055,12.3261
Up Link,PSM,Poisson,TCP,20.0,3,127.883,0.0,,0.0,0.979113,0.0,67.5619,417.281,6.24188,19.5651
Up Link,TWT,Full Buffer,TCP,10.0,5,35.9816,0.0,,0.0,4.02378,0.0,71.587,417.814,3.50126,11.7282
Up Link,TWT,Poisson,UDP,30.0,2,7.162,0.0,,0.0,8.57958,0.0,80.6328,418.444,4.74782,18.5266
Down Link,Active,Poisson,TCP,10.0,4,0.0,0.41025,0.0,,0.0,3.23693,93.4286,435.765,18.863,53.8524
Duplex,PSM,Full Buffer,TCP,20.0,5,32.5966,109.209,1.19705,0.0608214,1.47581,6.52606,67.4715,419.564,4.03666,12.9344
Duplex,PSM,Periodic,UDP,30.0,3,4273.34,5437.91,53.2186,50.0288,2.82757,1.75946,92.8678,423.577,13.2378,34.1626
Duplex,PSM,Periodic,TCP,50.0,1,0.581,0.501,2.22971,0.0,2.49814,10.4391,59.2414,416.608,4.78607,13.545
Down Link,TWT,Poisson,TCP,10.0,3,0.0,6.96867,0.0,,0.0,4.25396,77.185,427.682,7.92687,32.1678
Duplex,Active,Periodic,TCP,20.0,4,2.0395,2.24925,0.0875295,0.0825337,4.32788,2.88778,109.053,438.838,21.602,62.9587
Up Link,PSM,Full Buffer,TCP,50.0,2,23.195,0.0,,0.0,4.88624,0.0,68.9421,416.702,3.58824,11.2679
Down Link,Active,Full Buffer,UDP,20.0,4,0.0,1121.65,0.0,,0.0,28.614,143.519,492.182,7.68173,20.6735
Up Link,PSM,Full Buffer,TCP,40.0,5,45.0654,0.0,,0.0,1.8872,0.0,68.5031,416.8,3.85413,13.5199
Duplex,Active,Poisson,TCP,40.0,1,0.558,0.513,0.00121947,0.00179125,16.1678,11.8542,130.114,438.313,23.5353,58.3776
Duplex,Active,Poisson,TCP,20.0,1,0.561,0.545,0.00125404,0.00503115,17.3491,11.4694,131.272,438.193,23.4446,58.2829
Down Link,Active,Poisson,TCP,30.0,2,0.0,0.326,0.0,,0.0,5.27275,93.5094,431.569,16.4119,44.5641
Duplex,Active,Poisson,TCP,20.0,5,1.7576,1.9878,0.0711129,0.0526936,3.46506,2.28336,110.033,441.772,25.9611,75.7794
Duplex,TWT,Full Buffer,TCP,20.0,1,4.352,16.72,0.170591,0.00609533,7.50466,52.1331,71.009,420.187,3.66558,10.6574
Up Link,PSM,Periodic,TCP,10.0,2,95.6095,0.0,,0.0,1.38893,0.0,69.1841,417.035,6.04195,18.4738
Up Link,PSM,Periodic,TCP,40.0,3,0.607667,0.0,,0.0,0.870165,0.0,75.4005,416.007,1.99847,13.2061
Up Link,Active,Poisson,UDP,40.0,2,0.176,0.0,,0.0,7.91639,0.0,99.5819,422.348,12.0945,39.1014
Duplex,PSM,Full Buffer,UDP,10.0,1,1743.93,2363.28,101.454,98.2949,36.2282,28.2431,91.7425,446.506,2.9992,166.248
Down Link,TWT,Periodic,UDP,10.0,3,0.0,7.09967,0.0,,0.0,4.19603,78.2289,425.971,6.63172,24.0598
Up Link,Active,Periodic,TCP,30.0,5,0.7434,0.0,,0.0,3.35475,0.0,98.5942,430.03,20.2017,59.5067
Down Link,TWT,Periodic,TCP,10.0,2,0.0,7.3125,0.0,,0.0,6.41511,76.1823,427.356,8.65203,29.1587
Down Link,PSM,Full Buffer,UDP,10.0,5,0.0,693.835,0.0,,0.0,3.46563,89.0506,430.316,15.4263,40.0654
Duplex,Active,Full Buffer,UDP,40.0,2,2604.65,4871.82,101.054,45.6913,57.0339,6.83223,181.232,431.923,4.65044,14.5068
Duplex,PSM,Full Buffer,TCP,10.0,1,37.571,22.418,0.0,0.0181868,4.85074,5.59792,67.5589,419.73,3.9723,11.1912
Up Link,PSM,Periodic,TCP,20.0,3,154.555,0.0,,0.0,0.749904,0.0,64.9874,416.536,5.09489,16.3152
Duplex,TWT,Full Buffer,UDP,20.0,4,6304.67,746.836,93.3502,62.2994,20.2262,4.69275,112.597,447.781,4.01815,27.7781
Duplex,PSM,Periodic,UDP,10.0,1,3131.17,3757.49,76.8028,10.564,17.0706,3.17497,102.84,421.188,10.0198,23.1098
Duplex,Active,Periodic,UDP,30.0,3,0.479,0.440333,0.00517023,0.00172123,5.48962,3.65731,107.464,435.966,19.6387,56.4009
Duplex,PSM,Poisson,UDP,30.0,4,3852.67,5304.75,44.1793,71.3142,1.96328,1.59011,91.8143,424.757,14.9334,38.9873
Down Link,TWT,Full Buffer,TCP,20.0,5,0.0,14.4304,0.0,,0.0,15.7212,92.602,479.396,6.39371,40.9506
Duplex,PSM,Full Buffer,TCP,10.0,3,99.421,69.8807,0.422069,0.0594642,1.82727,6.17256,66.5049,419.375,3.96252,12.6579
Duplex,Active,Periodic,TCP,40.0,4,1.03475,1.6265,0.0515192,0.0184684,4.1283,2.74062,110.895,441.638,26.141,75.8001
Duplex,PSM,Periodic,UDP,50.0,4,4480.8,5522.13,42.7615,65.495,1.45482,1.55896,92.9499,424.801,14.7597,38.649
Duplex,PSM,Periodic,TCP,40.0,2,71.388,21.9005,0.0630994,0.124657,0.872627,0.578986,61.1964,416.92,4.76889,14.4912
Up Link,PSM,Full Buffer,UDP,20.0,1,1241.03,0.0,,0.0,51.7387,0.0,75.2348,416.694,2.83935,9.15191
Down Link,TWT,Full Buffer,TCP,20.0,5,0.0,13.9788,0.0,,0.0,15.7347,92.6126,479.356,6.37149,41.9369
Up Link,PSM,Periodic,UDP,30.0,5,0.2714,0.0,,0.0,3.29336,0.0,80.3849,422.67,6.26979,40.448
Duplex,Active,Full Buffer,UDP,40.0,2,3035.88,6425.27,96.1736,54.8876,47.8517,6.56206,178.521,436.582,5.26948,15.8422
Up Link,PSM,Periodic,TCP,30.0,5,236.487,0.0,,0.0,1.00418,0.0,78.4411,418.962,7.82128,29.3333
Down Link,Active,Poisson,TCP,50.0,5,0.0,0.361,0.0,,0.0,2.20247,89.818,432.707,16.4199,47.5334
Down Link,PSM,Poisson,UDP,50.0,1,0.0,4726.15,0.0,,0.0,2.4306,79.0514,417.68,7.62516,17.3154
Up Link,PSM,Poisson,TCP,50.0,1,52.189,0.0,,0.0,1.68636,0.0,59.8487,415.728,4.51992,12.7322
Down Link,Active,Poisson,UDP,50.0,4,0.0,0.1875,0.0,,0.0,2.67769,84.2674,428.086,10.0484,26.3824
Down Link,TWT,Periodic,UDP,10.0,1,0.0,7.935,0.0,,0.0,12.6107,70.9953,424.723,8.41299,18.6949
Duplex,Active,Full Buffer,TCP,30.0,4,4.6185,79.5343,0.147347,0.00998519,10.8881,12.8719,147.282,462.951,8.82829,25.8299
Duplex,PSM,Periodic,UDP,50.0,1,3637.33,4552.58,74.6007,6.79994,15.0803,2.927,99.7645,420.586,9.58467,22.1513
Duplex,TWT,Poisson,UDP,40.0,5,13.4074,8.8502,0.672483,0.00968037,3.24894,2.17668,86.5333,430.031,5.50901,33.8631
